reading_id,meter_id,ts,kwh,read_type,source_system
RD-000066870,MTR-200047,14/10/2024 02:30,0.0673,A,legacy_hh_v1
RD-000068310,MTR-200048,14/10/2024 02:30,0.0511,A,legacy_hh_v1
RD-000069750,MTR-200049,14/10/2024 02:30,0.0515,A,legacy_hh_v1
RD-000071190,MTR-200050,14/10/2024 02:30,0.0652,A,legacy_hh_v1
RD-000072630,MTR-200051,14/10/2024 02:30,0.037,A,legacy_hh_v1
RD-000074070,MTR-200052,14/10/2024 02:30,0.1021,A,legacy_hh_v1
RD-000075510,MTR-200053,14/10/2024 02:30,0.0688,A,legacy_hh_v1
RD-000076950,MTR-200054,14/10/2024 02:30,0.0517,A,legacy_hh_v1
RD-000078390,MTR-200055,14/10/2024 02:30,0.1055,E,legacy_hh_v1
RD-000079830,MTR-200056,14/10/2024 02:30,0.0549,A,legacy_hh_v1
RD-000081270,MTR-200057,14/10/2024 02:30,0.0865,A,legacy_hh_v1
RD-000082710,MTR-200058,14/10/2024 02:30,0.0849,A,legacy_hh_v1
RD-000084150,MTR-200059,14/10/2024 02:30,0.0371,A,legacy_hh_v1
RD-ORPHAN-000104,MTR-900104,14/10/2024 02:30,0.0652,A,legacy_hh_v1
RD-000000631,MTR-200001,14/10/2024 03:00,0.1009,A,legacy_hh_v1
RD-000002071,MTR-200002,14/10/2024 03:00,0.0809,A,legacy_hh_v1
RD-000003511,MTR-200003,14/10/2024 03:00,0.0515,A,legacy_hh_v1
RD-000004951,MTR-200004,14/10/2024 03:00,0.04,A,legacy_hh_v1
RD-000006391,MTR-200005,14/10/2024 03:00,0.0432,E,legacy_hh_v1
RD-000007831,MTR-200006,14/10/2024 03:00,0.1224,A,legacy_hh_v1
RD-000009271,MTR-200007,14/10/2024 03:00,0.0578,A,legacy_hh_v1
RD-000010711,MTR-200008,14/10/2024 03:00,0.0911,A,legacy_hh_v1
RD-000012151,MTR-200009,14/10/2024 03:00,0.0742,A,legacy_hh_v1
RD-000013591,MTR-200010,14/10/2024 03:00,0.0979,A,legacy_hh_v1
RD-000015031,MTR-200011,14/10/2024 03:00,0.0688,A,legacy_hh_v1
RD-000016471,MTR-200012,14/10/2024 03:00,0.0833,A,legacy_hh_v1
RD-000017911,MTR-200013,14/10/2024 03:00,0.031,A,legacy_hh_v1
RD-000019351,MTR-200014,14/10/2024 03:00,0.0645,A,legacy_hh_v1
RD-000020791,MTR-200015,14/10/2024 03:00,0.0634,A,legacy_hh_v1
RD-000022231,MTR-200016,14/10/2024 03:00,0.1077,A,legacy_hh_v1
RD-000023671,MTR-200017,14/10/2024 03:00,0.0451,A,legacy_hh_v1
RD-000025111,MTR-200018,14/10/2024 03:00,0.0866,A,legacy_hh_v1
RD-000026551,MTR-200019,14/10/2024 03:00,0.0584,A,legacy_hh_v1
RD-000027991,MTR-200020,14/10/2024 03:00,0.1159,A,legacy_hh_v1
RD-000029431,MTR-200021,14/10/2024 03:00,0.0471,A,legacy_hh_v1
RD-000030871,MTR-200022,14/10/2024 03:00,0.0571,A,legacy_hh_v1
RD-000032311,MTR-200023,14/10/2024 03:00,0.0599,A,legacy_hh_v1
RD-000033751,MTR-200024,14/10/2024 03:00,0.0493,A,legacy_hh_v1
RD-000035191,MTR-200025,14/10/2024 03:00,0.0401,A,legacy_hh_v1
RD-000036631,MTR-200026,14/10/2024 03:00,0.0733,A,legacy_hh_v1
RD-000038071,MTR-200027,14/10/2024 03:00,0.0572,A,legacy_hh_v1
RD-000039511,MTR-200028,14/10/2024 03:00,0.042,A,legacy_hh_v1
RD-000040951,MTR-200029,14/10/2024 03:00,0.0992,A,legacy_hh_v1
RD-000042391,MTR-200030,14/10/2024 03:00,0.0536,A,legacy_hh_v1
RD-000043831,MTR-200031,14/10/2024 03:00,0.0623,A,legacy_hh_v1
RD-000045271,MTR-200032,14/10/2024 03:00,0.0923,A,legacy_hh_v1
RD-000046711,MTR-200033,14/10/2024 03:00,0.0909,A,legacy_hh_v1
RD-000048151,MTR-200034,14/10/2024 03:00,0.0738,A,legacy_hh_v1
RD-000049591,MTR-200035,14/10/2024 03:00,0.0401,A,legacy_hh_v1
RD-000051031,MTR-200036,14/10/2024 03:00,0.0332,A,legacy_hh_v1
RD-000052471,MTR-200037,14/10/2024 03:00,0.1053,A,legacy_hh_v1
RD-000053911,MTR-200038,14/10/2024 03:00,0.0867,A,legacy_hh_v1
RD-000055351,MTR-200039,14/10/2024 03:00,0.0583,A,legacy_hh_v1
RD-000056791,MTR-200040,14/10/2024 03:00,0.0908,A,legacy_hh_v1
RD-000058231,MTR-200041,14/10/2024 03:00,0.0783,A,legacy_hh_v1
RD-000059671,MTR-200042,14/10/2024 03:00,0.074,A,legacy_hh_v1
RD-000061111,MTR-200043,14/10/2024 03:00,0.0556,A,legacy_hh_v1
RD-000062551,MTR-200044,14/10/2024 03:00,0.0615,A,legacy_hh_v1
RD-000063991,MTR-200045,14/10/2024 03:00,,A,legacy_hh_v1
RD-000065431,MTR-200046,14/10/2024 03:00,0.0839,A,legacy_hh_v1
RD-000066871,MTR-200047,14/10/2024 03:00,0.0707,A,legacy_hh_v1
RD-000068311,MTR-200048,14/10/2024 03:00,0.0387,A,legacy_hh_v1
RD-000069751,MTR-200049,14/10/2024 03:00,0.0489,A,legacy_hh_v1
RD-000071191,MTR-200050,14/10/2024 03:00,0.0614,A,legacy_hh_v1
RD-000072631,MTR-200051,14/10/2024 03:00,0.039,A,legacy_hh_v1
RD-000074071,MTR-200052,14/10/2024 03:00,0.0921,A,legacy_hh_v1
RD-000075511,MTR-200053,14/10/2024 03:00,0.0818,A,legacy_hh_v1
RD-000076951,MTR-200054,14/10/2024 03:00,0.0407,A,legacy_hh_v1
RD-000078391,MTR-200055,14/10/2024 03:00,0.081,A,legacy_hh_v1
RD-000079831,MTR-200056,14/10/2024 03:00,0.0611,A,legacy_hh_v1
RD-000081271,MTR-200057,14/10/2024 03:00,0.0907,A,legacy_hh_v1
RD-000082711,MTR-200058,14/10/2024 03:00,0.0761,A,legacy_hh_v1
RD-000084151,MTR-200059,14/10/2024 03:00,0.042,A,legacy_hh_v1
RD-000000632,MTR-200001,14/10/2024 03:30,0.1165,A,legacy_hh_v1
RD-000002072,MTR-200002,14/10/2024 03:30,0.074,A,legacy_hh_v1
RD-000003512,MTR-200003,14/10/2024 03:30,0.0427,A,legacy_hh_v1
RD-000004952,MTR-200004,14/10/2024 03:30,0.0335,A,legacy_hh_v1
RD-000006392,MTR-200005,14/10/2024 03:30,0.0383,A,legacy_hh_v1
RD-000007832,MTR-200006,14/10/2024 03:30,0.1298,A,legacy_hh_v1
RD-000009272,MTR-200007,14/10/2024 03:30,0.0601,A,legacy_hh_v1
RD-000010712,MTR-200008,14/10/2024 03:30,0.0882,E,legacy_hh_v1
RD-000012152,MTR-200009,14/10/2024 03:30,0.0766,A,legacy_hh_v1
RD-000013592,MTR-200010,14/10/2024 03:30,0.1033,A,legacy_hh_v1
RD-000015032,MTR-200011,14/10/2024 03:30,0.086,A,legacy_hh_v1
RD-000016472,MTR-200012,14/10/2024 03:30,0.0654,A,legacy_hh_v1
RD-000017912,MTR-200013,14/10/2024 03:30,0.0413,E,legacy_hh_v1
RD-000019352,MTR-200014,14/10/2024 03:30,0.0632,A,legacy_hh_v1
RD-000020792,MTR-200015,14/10/2024 03:30,0.0869,A,legacy_hh_v1
RD-000022232,MTR-200016,14/10/2024 03:30,0.0892,A,legacy_hh_v1
RD-000023672,MTR-200017,14/10/2024 03:30,0.0459,A,legacy_hh_v1
RD-000025112,MTR-200018,14/10/2024 03:30,0.1035,A,legacy_hh_v1
RD-000025112,MTR-200018,14/10/2024 03:30,0.1035,A,legacy_hh_v1
RD-000026552,MTR-200019,14/10/2024 03:30,0.0588,A,legacy_hh_v1
RD-000027992,MTR-200020,14/10/2024 03:30,0.0956,A,legacy_hh_v1
RD-000029432,MTR-200021,14/10/2024 03:30,0.0483,A,legacy_hh_v1
RD-000030872,MTR-200022,14/10/2024 03:30,0.0567,A,legacy_hh_v1
RD-000032312,MTR-200023,14/10/2024 03:30,0.0737,A,legacy_hh_v1
RD-000033752,MTR-200024,14/10/2024 03:30,0.0424,A,legacy_hh_v1
RD-000035192,MTR-200025,14/10/2024 03:30,0.0349,A,legacy_hh_v1
RD-000036632,MTR-200026,14/10/2024 03:30,0.0799,A,legacy_hh_v1
RD-000038072,MTR-200027,14/10/2024 03:30,0.0574,A,legacy_hh_v1
RD-000039512,MTR-200028,14/10/2024 03:30,0.051,A,legacy_hh_v1
RD-000040952,MTR-200029,14/10/2024 03:30,0.0711,A,legacy_hh_v1
RD-000042392,MTR-200030,14/10/2024 03:30,0.0596,A,legacy_hh_v1
RD-000043832,MTR-200031,14/10/2024 03:30,0.0499,A,legacy_hh_v1
RD-000045272,MTR-200032,14/10/2024 03:30,0.087,A,legacy_hh_v1
RD-000046712,MTR-200033,14/10/2024 03:30,0.0959,A,legacy_hh_v1
RD-000048152,MTR-200034,14/10/2024 03:30,0.0867,A,legacy_hh_v1
RD-000049592,MTR-200035,14/10/2024 03:30,0.0574,A,legacy_hh_v1
RD-000051032,MTR-200036,14/10/2024 03:30,0.0277,A,legacy_hh_v1
RD-000052472,MTR-200037,14/10/2024 03:30,0.112,A,legacy_hh_v1
RD-000053912,MTR-200038,14/10/2024 03:30,0.0861,A,legacy_hh_v1
RD-000056792,MTR-200040,14/10/2024 03:30,0.1052,A,legacy_hh_v1
RD-000058232,MTR-200041,14/10/2024 03:30,0.1065,A,legacy_hh_v1
RD-000059672,MTR-200042,14/10/2024 03:30,0.0795,A,legacy_hh_v1
RD-000061112,MTR-200043,14/10/2024 03:30,0.0751,A,legacy_hh_v1
RD-000062552,MTR-200044,14/10/2024 03:30,0.0765,A,legacy_hh_v1
RD-000063992,MTR-200045,14/10/2024 03:30,0.0793,A,legacy_hh_v1
RD-000065432,MTR-200046,14/10/2024 03:30,0.092,A,legacy_hh_v1
RD-000066872,MTR-200047,14/10/2024 03:30,0.0929,A,legacy_hh_v1
RD-000068312,MTR-200048,14/10/2024 03:30,0.0445,A,legacy_hh_v1
RD-000069752,MTR-200049,14/10/2024 03:30,0.0511,A,legacy_hh_v1
RD-000071192,MTR-200050,14/10/2024 03:30,0.0551,E,legacy_hh_v1
RD-000072632,MTR-200051,14/10/2024 03:30,0.0358,E,legacy_hh_v1
RD-000074072,MTR-200052,14/10/2024 03:30,0.1117,A,legacy_hh_v1
RD-000075512,MTR-200053,14/10/2024 03:30,0.091,A,legacy_hh_v1
RD-000076952,MTR-200054,14/10/2024 03:30,0.0399,A,legacy_hh_v1
RD-000078392,MTR-200055,14/10/2024 03:30,0.0952,A,legacy_hh_v1
RD-000079832,MTR-200056,14/10/2024 03:30,0.0564,A,legacy_hh_v1
RD-000081272,MTR-200057,14/10/2024 03:30,0.0763,A,legacy_hh_v1
RD-000082712,MTR-200058,14/10/2024 03:30,0.0555,A,legacy_hh_v1
RD-000084152,MTR-200059,14/10/2024 03:30,0.0389,A,legacy_hh_v1
RD-000000633,MTR-200001,14/10/2024 04:00,0.0938,A,legacy_hh_v1
RD-000002073,MTR-200002,14/10/2024 04:00,0.0751,A,legacy_hh_v1
RD-000003513,MTR-200003,14/10/2024 04:00,0.0524,A,legacy_hh_v1
RD-000004953,MTR-200004,14/10/2024 04:00,0.0408,A,legacy_hh_v1
RD-000006393,MTR-200005,14/10/2024 04:00,0.0532,A,legacy_hh_v1
RD-000007833,MTR-200006,14/10/2024 04:00,0.1182,A,legacy_hh_v1
RD-000009273,MTR-200007,14/10/2024 04:00,0.0612,A,legacy_hh_v1
RD-000010713,MTR-200008,14/10/2024 04:00,0.1167,A,legacy_hh_v1
RD-000012153,MTR-200009,14/10/2024 04:00,0.0914,A,legacy_hh_v1
RD-000013593,MTR-200010,14/10/2024 04:00,0.103,A,legacy_hh_v1
RD-000015033,MTR-200011,14/10/2024 04:00,0.0798,A,legacy_hh_v1
RD-000016473,MTR-200012,14/10/2024 04:00,0.0841,A,legacy_hh_v1
RD-000017913,MTR-200013,14/10/2024 04:00,0.0388,A,legacy_hh_v1
RD-000020793,MTR-200015,14/10/2024 04:00,0.0803,A,legacy_hh_v1
RD-000022233,MTR-200016,14/10/2024 04:00,0.1187,A,legacy_hh_v1
RD-000023673,MTR-200017,14/10/2024 04:00,0.0449,A,legacy_hh_v1
RD-000025113,MTR-200018,14/10/2024 04:00,,A,legacy_hh_v1
RD-000026553,MTR-200019,14/10/2024 04:00,0.0541,A,legacy_hh_v1
RD-000027993,MTR-200020,14/10/2024 04:00,0.0992,A,legacy_hh_v1
RD-000029433,MTR-200021,14/10/2024 04:00,0.0606,A,legacy_hh_v1
RD-000030873,MTR-200022,14/10/2024 04:00,0.0775,A,legacy_hh_v1
RD-000032313,MTR-200023,14/10/2024 04:00,0.092,A,legacy_hh_v1
RD-000033753,MTR-200024,14/10/2024 04:00,0.0619,A,legacy_hh_v1
RD-000035193,MTR-200025,14/10/2024 04:00,0.0327,A,legacy_hh_v1
RD-000036633,MTR-200026,14/10/2024 04:00,0.1018,A,legacy_hh_v1
RD-000038073,MTR-200027,14/10/2024 04:00,0.0878,A,legacy_hh_v1
RD-000039513,MTR-200028,14/10/2024 04:00,0.066,A,legacy_hh_v1
RD-000040953,MTR-200029,14/10/2024 04:00,0.1146,A,legacy_hh_v1
RD-000042393,MTR-200030,14/10/2024 04:00,0.066,A,legacy_hh_v1
RD-000043833,MTR-200031,14/10/2024 04:00,0.0594,A,legacy_hh_v1
RD-000045273,MTR-200032,14/10/2024 04:00,0.0979,A,legacy_hh_v1
RD-000046713,MTR-200033,14/10/2024 04:00,0.0883,A,legacy_hh_v1
RD-000048153,MTR-200034,14/10/2024 04:00,0.0889,A,legacy_hh_v1
RD-000049593,MTR-200035,14/10/2024 04:00,0.0598,A,legacy_hh_v1
RD-000051033,MTR-200036,14/10/2024 04:00,0.0393,A,legacy_hh_v1
RD-000052473,MTR-200037,14/10/2024 04:00,0.108,E,legacy_hh_v1
RD-000053913,MTR-200038,14/10/2024 04:00,0.0871,A,legacy_hh_v1
RD-000055353,MTR-200039,14/10/2024 04:00,0.0642,A,legacy_hh_v1
RD-000056793,MTR-200040,14/10/2024 04:00,0.122,A,legacy_hh_v1
RD-000059673,MTR-200042,14/10/2024 04:00,0.1032,A,legacy_hh_v1
RD-000061113,MTR-200043,14/10/2024 04:00,0.086,A,legacy_hh_v1
RD-000062553,MTR-200044,14/10/2024 04:00,0.0736,A,legacy_hh_v1
RD-000063993,MTR-200045,14/10/2024 04:00,0.0667,A,legacy_hh_v1
RD-000065433,MTR-200046,14/10/2024 04:00,0.1187,A,legacy_hh_v1
RD-000066873,MTR-200047,14/10/2024 04:00,0.0924,A,legacy_hh_v1
RD-000068313,MTR-200048,14/10/2024 04:00,0.0541,A,legacy_hh_v1
RD-000069753,MTR-200049,14/10/2024 04:00,0.0589,A,legacy_hh_v1
RD-000071193,MTR-200050,14/10/2024 04:00,0.0684,A,legacy_hh_v1
RD-000072633,MTR-200051,14/10/2024 04:00,0.0437,A,legacy_hh_v1
RD-000074073,MTR-200052,14/10/2024 04:00,0.1206,A,legacy_hh_v1
RD-000075513,MTR-200053,14/10/2024 04:00,0.1295,A,legacy_hh_v1
RD-000076953,MTR-200054,14/10/2024 04:00,0.0497,A,legacy_hh_v1
RD-000078393,MTR-200055,14/10/2024 04:00,0.0788,A,legacy_hh_v1
RD-000079833,MTR-200056,14/10/2024 04:00,0.0632,A,legacy_hh_v1
RD-000081273,MTR-200057,14/10/2024 04:00,0.0933,A,legacy_hh_v1
RD-000082713,MTR-200058,14/10/2024 04:00,0.0787,A,legacy_hh_v1
RD-000084153,MTR-200059,14/10/2024 04:00,0.0402,E,legacy_hh_v1
RD-000000634,MTR-200001,14/10/2024 04:30,0.0901,A,legacy_hh_v1
RD-000002074,MTR-200002,14/10/2024 04:30,0.1135,A,legacy_hh_v1
RD-000003514,MTR-200003,14/10/2024 04:30,0.0761,A,legacy_hh_v1
RD-000004954,MTR-200004,14/10/2024 04:30,0.0383,A,legacy_hh_v1
RD-000006394,MTR-200005,14/10/2024 04:30,0.0604,A,legacy_hh_v1
RD-000007834,MTR-200006,14/10/2024 04:30,0.1452,A,legacy_hh_v1
RD-000009274,MTR-200007,14/10/2024 04:30,0.0852,E,legacy_hh_v1
RD-000010714,MTR-200008,14/10/2024 04:30,0.1289,A,legacy_hh_v1
RD-000012154,MTR-200009,14/10/2024 04:30,0.1041,A,legacy_hh_v1
RD-000013594,MTR-200010,14/10/2024 04:30,0.1676,A,legacy_hh_v1
RD-000015034,MTR-200011,14/10/2024 04:30,0.1156,A,legacy_hh_v1
RD-000016474,MTR-200012,14/10/2024 04:30,0.1089,A,legacy_hh_v1
RD-000017914,MTR-200013,14/10/2024 04:30,0.0486,A,legacy_hh_v1
RD-000019354,MTR-200014,14/10/2024 04:30,0.104,A,legacy_hh_v1
RD-000020794,MTR-200015,14/10/2024 04:30,0.0861,A,legacy_hh_v1
RD-000022234,MTR-200016,14/10/2024 04:30,0.1581,A,legacy_hh_v1
RD-000023674,MTR-200017,14/10/2024 04:30,0.0573,E,legacy_hh_v1
RD-000025114,MTR-200018,14/10/2024 04:30,0.1162,A,legacy_hh_v1
RD-000027994,MTR-200020,14/10/2024 04:30,0.1,A,legacy_hh_v1
RD-000029434,MTR-200021,14/10/2024 04:30,0.079,A,legacy_hh_v1
RD-000030874,MTR-200022,14/10/2024 04:30,0.092,A,legacy_hh_v1
RD-000032314,MTR-200023,14/10/2024 04:30,0.0845,A,legacy_hh_v1
RD-000033754,MTR-200024,14/10/2024 04:30,0.0666,A,legacy_hh_v1
RD-000035194,MTR-200025,14/10/2024 04:30,0.0524,A,legacy_hh_v1
RD-000036634,MTR-200026,14/10/2024 04:30,0.0884,A,legacy_hh_v1
RD-000038074,MTR-200027,14/10/2024 04:30,0.0778,A,legacy_hh_v1
RD-000039514,MTR-200028,14/10/2024 04:30,0.0598,A,legacy_hh_v1
RD-000040954,MTR-200029,14/10/2024 04:30,0.1074,A,legacy_hh_v1
RD-000042394,MTR-200030,14/10/2024 04:30,0.0761,A,legacy_hh_v1
RD-000043834,MTR-200031,14/10/2024 04:30,0.076,A,legacy_hh_v1
RD-000045274,MTR-200032,14/10/2024 04:30,0.1111,A,legacy_hh_v1
RD-000046714,MTR-200033,14/10/2024 04:30,0.1183,A,legacy_hh_v1
RD-000048154,MTR-200034,14/10/2024 04:30,0.1211,A,legacy_hh_v1
RD-000049594,MTR-200035,14/10/2024 04:30,0.0795,A,legacy_hh_v1
RD-000051034,MTR-200036,14/10/2024 04:30,0.0463,A,legacy_hh_v1
RD-000052474,MTR-200037,14/10/2024 04:30,0.1679,A,legacy_hh_v1
RD-000053914,MTR-200038,14/10/2024 04:30,0.1201,A,legacy_hh_v1
RD-000055354,MTR-200039,14/10/2024 04:30,0.0821,E,legacy_hh_v1
RD-000056794,MTR-200040,14/10/2024 04:30,0.1168,A,legacy_hh_v1
RD-000058234,MTR-200041,14/10/2024 04:30,0.1287,A,legacy_hh_v1
RD-000059674,MTR-200042,14/10/2024 04:30,0.1068,A,legacy_hh_v1
RD-000061114,MTR-200043,14/10/2024 04:30,0.0949,A,legacy_hh_v1
RD-000062554,MTR-200044,14/10/2024 04:30,0.1035,A,legacy_hh_v1
RD-000063994,MTR-200045,14/10/2024 04:30,0.1247,A,legacy_hh_v1
RD-000065434,MTR-200046,14/10/2024 04:30,0.1136,A,legacy_hh_v1
RD-000066874,MTR-200047,14/10/2024 04:30,0.1069,A,legacy_hh_v1
RD-000068314,MTR-200048,14/10/2024 04:30,0.0627,A,legacy_hh_v1
RD-000069754,MTR-200049,14/10/2024 04:30,0.072,A,legacy_hh_v1
RD-000071194,MTR-200050,14/10/2024 04:30,0.088,A,legacy_hh_v1
RD-000072634,MTR-200051,14/10/2024 04:30,0.0454,A,legacy_hh_v1
RD-000074074,MTR-200052,14/10/2024 04:30,0.1258,A,legacy_hh_v1
RD-000075514,MTR-200053,14/10/2024 04:30,0.1317,A,legacy_hh_v1
RD-000076954,MTR-200054,14/10/2024 04:30,0.0536,A,legacy_hh_v1
RD-000078394,MTR-200055,14/10/2024 04:30,0.1435,E,legacy_hh_v1
RD-000079834,MTR-200056,14/10/2024 04:30,0.0841,A,legacy_hh_v1
RD-000081274,MTR-200057,14/10/2024 04:30,0.1045,A,legacy_hh_v1
RD-000082714,MTR-200058,14/10/2024 04:30,0.0962,A,legacy_hh_v1
RD-000084154,MTR-200059,14/10/2024 04:30,0.0421,A,legacy_hh_v1
RD-000000635,MTR-200001,14/10/2024 05:00,0.1402,A,legacy_hh_v1
RD-000002075,MTR-200002,14/10/2024 05:00,0.1463,A,legacy_hh_v1
RD-000003515,MTR-200003,14/10/2024 05:00,0.0872,A,legacy_hh_v1
RD-000004955,MTR-200004,14/10/2024 05:00,0.0689,A,legacy_hh_v1
RD-000006395,MTR-200005,14/10/2024 05:00,0.0923,A,legacy_hh_v1
RD-000007835,MTR-200006,14/10/2024 05:00,0.193,A,legacy_hh_v1
RD-000009275,MTR-200007,14/10/2024 05:00,0.0966,A,legacy_hh_v1
RD-000010715,MTR-200008,14/10/2024 05:00,0.1644,A,legacy_hh_v1
RD-000012155,MTR-200009,14/10/2024 05:00,0.1065,A,legacy_hh_v1
RD-000013595,MTR-200010,14/10/2024 05:00,0.1625,A,legacy_hh_v1
RD-000015035,MTR-200011,14/10/2024 05:00,0.1771,A,legacy_hh_v1
RD-000016475,MTR-200012,14/10/2024 05:00,0.1412,A,legacy_hh_v1
RD-000017915,MTR-200013,14/10/2024 05:00,0.0617,A,legacy_hh_v1
RD-000019355,MTR-200014,14/10/2024 05:00,0.1188,A,legacy_hh_v1
RD-000020795,MTR-200015,14/10/2024 05:00,0.1009,A,legacy_hh_v1
RD-000022235,MTR-200016,14/10/2024 05:00,0.1629,A,legacy_hh_v1
RD-000023675,MTR-200017,14/10/2024 05:00,0.0634,A,legacy_hh_v1
RD-000025115,MTR-200018,14/10/2024 05:00,0.1288,A,legacy_hh_v1
RD-000026555,MTR-200019,14/10/2024 05:00,0.0842,A,legacy_hh_v1
RD-000027995,MTR-200020,14/10/2024 05:00,0.1749,A,legacy_hh_v1
RD-000029435,MTR-200021,14/10/2024 05:00,0.0757,A,legacy_hh_v1
RD-000030875,MTR-200022,14/10/2024 05:00,0.105,A,legacy_hh_v1
RD-000032315,MTR-200023,14/10/2024 05:00,0.1127,A,legacy_hh_v1
RD-000033755,MTR-200024,14/10/2024 05:00,0.0832,A,legacy_hh_v1
RD-000035195,MTR-200025,14/10/2024 05:00,0.065,A,legacy_hh_v1
RD-000036635,MTR-200026,14/10/2024 05:00,0.1088,A,legacy_hh_v1
RD-000038075,MTR-200027,14/10/2024 05:00,0.1032,A,legacy_hh_v1
RD-000039515,MTR-200028,14/10/2024 05:00,0.0838,A,legacy_hh_v1
RD-000040955,MTR-200029,14/10/2024 05:00,0.0991,A,legacy_hh_v1
RD-000042395,MTR-200030,14/10/2024 05:00,0.1056,A,legacy_hh_v1
RD-000043835,MTR-200031,14/10/2024 05:00,0.0812,A,legacy_hh_v1
RD-000045275,MTR-200032,14/10/2024 05:00,0.1412,A,legacy_hh_v1
RD-000046715,MTR-200033,14/10/2024 05:00,0.138,A,legacy_hh_v1
RD-000048155,MTR-200034,14/10/2024 05:00,0.1422,E,legacy_hh_v1
RD-000049595,MTR-200035,14/10/2024 05:00,0.0715,A,legacy_hh_v1
RD-000051035,MTR-200036,14/10/2024 05:00,0.0592,A,legacy_hh_v1
RD-000052475,MTR-200037,14/10/2024 05:00,0.1675,A,legacy_hh_v1
RD-000053915,MTR-200038,14/10/2024 05:00,0.1684,A,legacy_hh_v1
RD-000055355,MTR-200039,14/10/2024 05:00,0.0753,A,legacy_hh_v1
RD-000056795,MTR-200040,14/10/2024 05:00,0.1534,A,legacy_hh_v1
RD-000058235,MTR-200041,14/10/2024 05:00,0.1432,E,legacy_hh_v1
RD-000059675,MTR-200042,14/10/2024 05:00,,A,legacy_hh_v1
RD-000061115,MTR-200043,14/10/2024 05:00,0.0958,A,legacy_hh_v1
RD-000062555,MTR-200044,14/10/2024 05:00,0.1117,A,legacy_hh_v1
RD-000063995,MTR-200045,14/10/2024 05:00,0.1217,A,legacy_hh_v1
RD-000065435,MTR-200046,14/10/2024 05:00,0.1943,A,legacy_hh_v1
RD-000066875,MTR-200047,14/10/2024 05:00,0.1324,A,legacy_hh_v1
RD-000068315,MTR-200048,14/10/2024 05:00,0.1062,A,legacy_hh_v1
RD-000069755,MTR-200049,14/10/2024 05:00,0.0855,A,legacy_hh_v1
RD-000071195,MTR-200050,14/10/2024 05:00,0.1064,A,legacy_hh_v1
RD-000072635,MTR-200051,14/10/2024 05:00,0.0552,A,legacy_hh_v1
RD-000074075,MTR-200052,14/10/2024 05:00,0.1915,A,legacy_hh_v1
RD-000075515,MTR-200053,14/10/2024 05:00,0.1312,A,legacy_hh_v1
RD-000076955,MTR-200054,14/10/2024 05:00,0.0631,A,legacy_hh_v1
RD-000078395,MTR-200055,14/10/2024 05:00,0.1462,A,legacy_hh_v1
RD-000079835,MTR-200056,14/10/2024 05:00,0.0905,A,legacy_hh_v1
RD-000081275,MTR-200057,14/10/2024 05:00,0.1313,A,legacy_hh_v1
RD-000082715,MTR-200058,14/10/2024 05:00,0.1023,A,legacy_hh_v1
RD-000084155,MTR-200059,14/10/2024 05:00,0.0686,A,legacy_hh_v1
RD-000000636,MTR-200001,14/10/2024 05:30,0.1769,A,legacy_hh_v1
RD-000002076,MTR-200002,14/10/2024 05:30,0.1546,E,legacy_hh_v1
RD-000003516,MTR-200003,14/10/2024 05:30,0.1014,E,legacy_hh_v1
RD-000004956,MTR-200004,14/10/2024 05:30,0.0953,A,legacy_hh_v1
RD-000006396,MTR-200005,14/10/2024 05:30,0.0915,A,legacy_hh_v1
RD-000007836,MTR-200006,14/10/2024 05:30,0.1821,A,legacy_hh_v1
RD-000009276,MTR-200007,14/10/2024 05:30,0.1431,A,legacy_hh_v1
RD-000010716,MTR-200008,14/10/2024 05:30,0.1969,A,legacy_hh_v1
RD-000012156,MTR-200009,14/10/2024 05:30,0.1987,A,legacy_hh_v1
RD-000013596,MTR-200010,14/10/2024 05:30,0.2141,A,legacy_hh_v1
RD-000015036,MTR-200011,14/10/2024 05:30,0.1671,A,legacy_hh_v1
RD-000016476,MTR-200012,14/10/2024 05:30,0.1946,A,legacy_hh_v1
RD-000017916,MTR-200013,14/10/2024 05:30,0.0934,A,legacy_hh_v1
RD-000019356,MTR-200014,14/10/2024 05:30,0.1727,A,legacy_hh_v1
RD-000020796,MTR-200015,14/10/2024 05:30,0.1167,A,legacy_hh_v1
RD-000022236,MTR-200016,14/10/2024 05:30,0.1984,A,legacy_hh_v1
RD-000023676,MTR-200017,14/10/2024 05:30,0.1067,A,legacy_hh_v1
RD-000025116,MTR-200018,14/10/2024 05:30,0.1651,A,legacy_hh_v1
RD-000026556,MTR-200019,14/10/2024 05:30,0.1516,A,legacy_hh_v1
RD-000027996,MTR-200020,14/10/2024 05:30,0.1858,A,legacy_hh_v1
RD-000029436,MTR-200021,14/10/2024 05:30,0.1508,A,legacy_hh_v1
RD-000030876,MTR-200022,14/10/2024 05:30,0.1181,A,legacy_hh_v1
RD-000032316,MTR-200023,14/10/2024 05:30,0.1467,E,legacy_hh_v1
RD-000033756,MTR-200024,14/10/2024 05:30,0.1351,A,legacy_hh_v1
RD-000035196,MTR-200025,14/10/2024 05:30,0.0791,A,legacy_hh_v1
RD-000036636,MTR-200026,14/10/2024 05:30,0.1586,A,legacy_hh_v1
RD-000038076,MTR-200027,14/10/2024 05:30,0.1278,A,legacy_hh_v1
